,ENSG_ID,ENSG_start_bp,ENSG_end_bp,ENSG_chromosome,ENSG_type,HGNC_symbol,ENSMUSG_ID,ENSMUSG_start_bp,ENSMUSG_end_bp,ENSMUSG_chromosome,ENSMUSG_type,MGI_symbol
2591,ENSG00000100577,77320996,77331597,14,protein_coding,GSTZ1,ENSMUSG00000021033,87193939,87211497,12,protein_coding,Gstz1
13095,ENSG00000169840,27792483,27794768,13,protein_coding,GSX1,ENSMUSG00000053129,147125506,147127757,5,protein_coding,Gsx1
9068,ENSG00000180613,54099523,54102498,4,protein_coding,GSX2,ENSMUSG00000035946,75236262,75238554,5,protein_coding,Gsx2
9338,ENSG00000121964,143938068,144332568,2,protein_coding,GTDC1,ENSMUSG00000036890,44454424,44817669,2,protein_coding,Gtdc1
2566,ENSG00000165417,81175452,81221377,14,protein_coding,GTF2A1,ENSMUSG00000020962,91522036,91557261,12,protein_coding,Gtf2a1
3853,ENSG00000242441,48617798,48733148,2,protein_coding,GTF2A1L,ENSMUSG00000024154,88976088,89022580,17,protein_coding,Gtf2a1l
8347,ENSG00000140307,59638062,59657541,15,protein_coding,GTF2A2,ENSMUSG00000033543,69919832,69930148,9,protein_coding,Gtf2a2
5878,ENSG00000137947,88852633,88891944,1,protein_coding,GTF2B,ENSMUSG00000028271,142470806,142489367,3,protein_coding,Gtf2b
3497,ENSG00000153767,120742637,120783069,3,protein_coding,GTF2E1,ENSMUSG00000022828,37330152,37360151,16,protein_coding,Gtf2e1
7506,ENSG00000197265,30578318,30658236,8,protein_coding,GTF2E2,ENSMUSG00000031585,34221861,34267201,8,protein_coding,Gtf2e2
409,ENSG00000125651,6379572,6393981,19,protein_coding,GTF2F1,ENSMUSG00000002658,57310405,57318288,17,protein_coding,Gtf2f1
14480,ENSG00000188342,45120510,45284893,13,protein_coding,GTF2F2,ENSMUSG00000067995,76134377,76248305,14,protein_coding,Gtf2f2
935,ENSG00000110768,18322295,18367045,11,protein_coding,GTF2H1,ENSMUSG00000006599,46445527,46473224,7,protein_coding,Gtf2h1
6502,ENSG00000111358,123633739,123662604,12,protein_coding,GTF2H3,ENSMUSG00000029387,124717203,124735743,5,protein_coding,Gtf2h3
237,ENSG00000213780,30908207,30914106,6,protein_coding,GTF2H4,ENSMUSG00000001524,35978622,35984631,17,protein_coding,Gtf2h4
8587,ENSG00000272047,158168350,158199344,6,protein_coding,GTF2H5,ENSMUSG00000034345,6130061,6136792,17,protein_coding,Gtf2h5
13916,ENSG00000263001,74650231,74760692,7,protein_coding,GTF2I,ENSMUSG00000060261,134266688,134343614,5,protein_coding,Gtf2i
3624,ENSG00000006704,74453790,74602605,7,protein_coding,GTF2IRD1,ENSMUSG00000023079,134386510,134485570,5,protein_coding,Gtf2ird1
1543,ENSG00000122034,27424619,27435823,13,protein_coding,GTF3A,ENSMUSG00000016503,146885467,146892424,5,protein_coding,Gtf3a
8135,ENSG00000077235,27459555,27549913,16,protein_coding,GTF3C1,ENSMUSG00000032777,125240126,125306952,7,protein_coding,Gtf3c1
10832,ENSG00000119041,196763035,196799725,2,protein_coding,GTF3C3,ENSMUSG00000041303,54435163,54478130,1,protein_coding,Gtf3c3
8991,ENSG00000125484,132670035,132694953,9,protein_coding,GTF3C4,ENSMUSG00000035666,28712311,28730372,2,protein_coding,Gtf3c4
5134,ENSG00000148308,133030675,133058503,9,protein_coding,GTF3C5,ENSMUSG00000026816,28456323,28473763,2,protein_coding,Gtf3c5
1938,ENSG00000155115,110958706,110967890,6,protein_coding,GTF3C6,ENSMUSG00000019837,40123699,40134104,10,protein_coding,Gtf3c6
11191,ENSG00000100226,38705742,38738299,22,protein_coding,GTPBP1,ENSMUSG00000042535,79575046,79605680,15,protein_coding,Gtpbp1
10579,ENSG00000105793,90335223,90391453,7,protein_coding,GTPBP10,ENSMUSG00000040464,5587454,5609538,5,protein_coding,Gtpbp10
3739,ENSG00000172432,43605316,43629264,6,protein_coding,GTPBP2,ENSMUSG00000023952,46471958,46480296,17,protein_coding,Gtpbp2
1001,ENSG00000130299,17334920,17342731,19,protein_coding,GTPBP3,ENSMUSG00000007610,71940747,71952227,8,protein_coding,Gtpbp3
2647,ENSG00000107937,988434,1019932,10,protein_coding,GTPBP4,ENSMUSG00000021149,9016367,9046119,13,protein_coding,Gtpbp4
8321,ENSG00000178605,304529,318819,X,protein_coding,GTPBP6,ENSMUSG00000033434,110251841,110256063,5,protein_coding,Gtpbp6
3409,ENSG00000163607,112990984,113015060,3,protein_coding,GTPBP8,ENSMUSG00000022668,44557131,44566726,16,protein_coding,Gtpbp8
3257,ENSG00000075218,46296870,46330810,22,protein_coding,GTSE1,ENSMUSG00000022385,85743946,85760774,15,protein_coding,Gtse1
3319,ENSG00000170627,54455950,54473602,12,protein_coding,GTSF1,ENSMUSG00000022487,103310832,103338897,15,protein_coding,Gtsf1
14679,ENSG00000124196,43726164,43727002,20,protein_coding,GTSF1L,ENSMUSG00000070708,162928954,162929775,2,protein_coding,Gtsf1l
3756,ENSG00000048545,42155406,42181338,6,protein_coding,GUCA1A,ENSMUSG00000023982,47705483,47711509,17,protein_coding,Guca1a
3754,ENSG00000112599,42183284,42194956,6,protein_coding,GUCA1B,ENSMUSG00000023979,47696318,47703892,17,protein_coding,Guca1b
3653,ENSG00000197273,42162690,42164745,1,protein_coding,GUCA2A,ENSMUSG00000023247,119494901,119496668,4,protein_coding,Guca2a
8193,ENSG00000044012,42153410,42155820,1,protein_coding,GUCA2B,ENSMUSG00000032978,119513804,119516151,4,protein_coding,Guca2b
8313,ENSG00000138867,24540423,24555935,22,protein_coding,GUCD1,ENSMUSG00000033416,75186945,75353806,10,protein_coding,Gucd1
8438,ENSG00000164116,155666726,155737059,4,protein_coding,GUCY1A1,ENSMUSG00000033910,81999734,82053096,3,protein_coding,Gucy1a1
10915,ENSG00000152402,106674019,107018476,11,protein_coding,GUCY1A2,ENSMUSG00000041624,3532778,3894736,9,protein_coding,Gucy1a2
5736,ENSG00000061918,155758992,155807811,4,protein_coding,GUCY1B1,ENSMUSG00000028005,81939313,81981996,3,protein_coding,Gucy1b1
11221,ENSG00000070019,14612632,14696599,12,protein_coding,GUCY2C,ENSMUSG00000042638,136674282,136758763,6,protein_coding,Gucy2c
11103,ENSG00000101890,109372906,109482086,X,protein_coding,GUCY2F,ENSMUSG00000042282,140864156,140979927,X,protein_coding,Gucy2f
6419,ENSG00000151806,44678420,44700928,4,protein_coding,GUF1,ENSMUSG00000029208,69714266,69733316,5,protein_coding,Guf1
2269,ENSG00000143774,228139962,228148984,1,protein_coding,GUK1,ENSMUSG00000020444,59074701,59083038,11,protein_coding,Guk1
13559,ENSG00000144366,188291669,188595931,2,protein_coding,GULP1,ENSMUSG00000056870,44590671,44835998,1,protein_coding,Gulp1
4529,ENSG00000169919,65960684,65982215,7,protein_coding,GUSB,ENSMUSG00000025534,130017852,130031890,5,protein_coding,Gusb
9142,ENSG00000151233,42081845,42144874,12,protein_coding,GXYLT1,ENSMUSG00000036197,93137623,93173060,15,protein_coding,Gxylt1
6805,ENSG00000172986,72888046,72998138,3,protein_coding,GXYLT2,ENSMUSG00000030074,100681695,100787874,6,protein_coding,Gxylt2
1877,ENSG00000163754,148991408,149031775,3,protein_coding,GYG1,ENSMUSG00000019528,20176248,20209481,3,protein_coding,Gyg
15442,ENSG00000136732,126656133,126696667,2,protein_coding,GYPC,ENSMUSG00000090523,32661375,32693087,18,protein_coding,Gypc
578,ENSG00000104812,48968130,48993310,19,protein_coding,GYS1,ENSMUSG00000003865,45084268,45106043,7,protein_coding,Gys1
6888,ENSG00000111713,21536107,21604847,12,protein_coding,GYS2,ENSMUSG00000030244,142368339,142418835,6,protein_coding,Gys2
5459,ENSG00000125812,23362182,23373062,20,protein_coding,GZF1,ENSMUSG00000027439,148522943,148534869,2,protein_coding,Gzf1
3635,ENSG00000145649,55102646,55110252,5,protein_coding,GZMA,ENSMUSG00000023132,113230359,113237515,13,protein_coding,Gzma
11137,ENSG00000113088,55024256,55034570,5,protein_coding,GZMK,ENSMUSG00000042385,113308142,113362442,13,protein_coding,Gzmk
13232,ENSG00000197540,544034,549924,19,protein_coding,GZMM,ENSMUSG00000054206,79524854,79531095,10,protein_coding,Gzmm
1837,ENSG00000101294,31514410,31577923,20,protein_coding,HM13,ENSMUSG00000019188,152511381,152550590,2,protein_coding,H13
15570,ENSG00000189060,37805229,37807432,22,protein_coding,H1-0,ENSMUSG00000096210,78912650,78914704,15,protein_coding,H1f0
12496,ENSG00000124610,26017032,26017787,6,protein_coding,H1-1,ENSMUSG00000049539,23947649,23948389,13,protein_coding,H1f1
11651,ENSG00000184897,129314771,129316286,3,protein_coding,H1-10,ENSMUSG00000044927,87957403,87958619,6,protein_coding,H1f10
9136,ENSG00000187837,26055740,26056470,6,protein_coding,H1-2,ENSMUSG00000036181,23922791,23924350,13,protein_coding,H1f2
13018,ENSG00000124575,26234212,26234987,6,protein_coding,H1-3,ENSMUSG00000052565,23737436,23744860,13,protein_coding,H1f3
12887,ENSG00000168298,26156329,26157115,6,protein_coding,H1-4,ENSMUSG00000051627,23804612,23806541,13,protein_coding,H1f4
13750,ENSG00000184357,27866792,27867588,6,protein_coding,H1-5,ENSMUSG00000058773,21964053,21964795,13,protein_coding,H1f5
11102,ENSG00000178804,129543175,129551467,3,protein_coding,H1-8,ENSMUSG00000042279,115921899,115927197,6,protein_coding,H1f8
14761,ENSG00000277075,26216975,26217483,6,protein_coding,H2AC8,ENSMUSG00000071478,23758555,23759126,13,protein_coding,H2ac7
13889,ENSG00000246705,14774405,14778002,12,protein_coding,H2AJ,ENSMUSG00000060032,136785242,136787072,6,protein_coding,H2aj
15235,ENSG00000181218,228434777,228457873,1,protein_coding,H2AW,ENSMUSG00000078851,58845511,58847656,11,protein_coding,H2aw
12576,ENSG00000188486,119093874,119095465,11,protein_coding,H2AX,ENSMUSG00000049932,44245991,44247374,9,protein_coding,H2ax
9669,ENSG00000164032,99948086,99950355,4,protein_coding,H2AZ1,ENSMUSG00000037894,137570248,137572683,3,protein_coding,H2az1
15333,ENSG00000196890,228458103,228463104,1,protein_coding,H2BU1,ENSMUSG00000080712,58844874,58845254,11,protein_coding,H2bu1-ps
12260,ENSG00000101812,104039956,104042454,X,protein_coding,H2BW2,ENSMUSG00000048155,135828074,135829125,X,protein_coding,H2bw2
14879,ENSG00000204228,33204655,33206831,6,protein_coding,HSD17B8,ENSMUSG00000073422,34245007,34247034,17,protein_coding,H2-Ke6
13960,ENSG00000163041,226061851,226072019,1,protein_coding,H3-3A,ENSMUSG00000060743,180628397,180641508,1,protein_coding,H3f3a
13895,ENSG00000197061,26103933,26104337,6,protein_coding,H4C3,ENSMUSG00000060093,23944675,23945213,13,protein_coding,H4c1
14325,ENSG00000197837,14767999,14771131,12,protein_coding,H4-16,ENSMUSG00000064288,21934364,21934675,13,protein_coding,H4c12
13953,ENSG00000278705,26026896,26027283,6,protein_coding,H4C2,ENSMUSG00000060678,23881618,23882437,13,protein_coding,H4c3
6279,ENSG00000049239,9234774,9271337,1,protein_coding,H6PD,ENSMUSG00000028980,150063932,150093480,4,protein_coding,H6pd
93,ENSG00000162882,42767089,42792593,2,protein_coding,HAAO,ENSMUSG00000000673,84138585,84155392,17,protein_coding,Haao
4306,ENSG00000148702,113550837,113589602,10,protein_coding,HABP2,ENSMUSG00000025075,56275569,56309254,19,protein_coding,Habp2
2786,ENSG00000130956,96450169,96491336,9,protein_coding,HABP4,ENSMUSG00000021476,64309638,64334351,13,protein_coding,Habp4
14208,ENSG00000165996,17589032,17617374,10,protein_coding,HACD1,ENSMUSG00000063275,13855093,14060946,2,protein_coding,Hacd1
8911,ENSG00000206527,123490820,123585053,3,protein_coding,HACD2,ENSMUSG00000035376,34842798,34929547,16,protein_coding,Hacd2
8372,ENSG00000074696,65530418,65578349,15,protein_coding,HACD3,ENSMUSG00000033629,64894265,64928975,9,protein_coding,Hacd3
6001,ENSG00000188921,20999509,21031640,9,protein_coding,HACD4,ENSMUSG00000028497,88314381,88357165,4,protein_coding,Hacd4
10043,ENSG00000085382,104728094,104859919,6,protein_coding,HACE1,ENSMUSG00000038822,45453925,45588441,10,protein_coding,Hace1
5725,ENSG00000138796,107989714,108035241,4,protein_coding,HADH,ENSMUSG00000027984,131027068,131065750,3,protein_coding,Hadh
4591,ENSG00000084754,26190635,26244672,2,protein_coding,HADHA,ENSMUSG00000025745,30323302,30360160,5,protein_coding,Hadha
13816,ENSG00000138029,26243170,26290465,2,protein_coding,HADHB,ENSMUSG00000059447,30360246,30389591,5,protein_coding,Hadhb
3855,ENSG00000063854,1795620,1827157,16,protein_coding,HAGH,ENSMUSG00000024158,25059117,25083424,17,protein_coding,Hagh
13989,ENSG00000103253,726936,735525,16,protein_coding,HAGHL,ENSMUSG00000061046,25998817,26004647,17,protein_coding,Haghl
2028,ENSG00000084110,95972662,95996365,12,protein_coding,HAL,ENSMUSG00000020017,93324630,93355166,10,protein_coding,Hal
12674,ENSG00000105697,35280716,35285143,19,protein_coding,HAMP,ENSMUSG00000050440,30641793,30643457,7,protein_coding,Hamp
9493,ENSG00000113196,154474972,154478227,5,protein_coding,HAND1,ENSMUSG00000037335,57719531,57723644,11,protein_coding,Hand1
9789,ENSG00000164107,173524969,173530229,4,protein_coding,HAND2,ENSMUSG00000038193,57774018,57777668,8,protein_coding,Hand2
5351,ENSG00000101323,7882985,7940458,20,protein_coding,HAO1,ENSMUSG00000027261,134339281,134396288,2,protein_coding,Hao1
5672,ENSG00000116882,119368779,119394130,1,protein_coding,HAO2,ENSMUSG00000027870,98781837,98800555,3,protein_coding,Hao2
966,ENSG00000173805,41717742,41734644,17,protein_coding,HAP1,ENSMUSG00000006930,100238153,100246954,11,protein_coding,Hap1
2858,ENSG00000145681,83637805,83720855,5,protein_coding,HAPLN1,ENSMUSG00000021613,89687915,89759771,13,protein_coding,Hapln1
696,ENSG00000132702,156619331,156625725,1,protein_coding,HAPLN2,ENSMUSG00000004894,87929057,87934890,3,protein_coding,Hapln2
7051,ENSG00000140511,88877294,88895597,15,protein_coding,HAPLN3,ENSMUSG00000030606,78764850,78780766,7,protein_coding,Hapln3
999,ENSG00000187664,19254756,19262804,19,protein_coding,HAPLN4,ENSMUSG00000007594,70536107,70543512,8,protein_coding,Hapln4
5339,ENSG00000180423,46602861,46617909,11,protein_coding,HARBI1,ENSMUSG00000027243,91541197,91551890,2,protein_coding,Harbi1
207,ENSG00000170445,140673035,140691537,5,protein_coding,HARS1,ENSMUSG00000001380,36899581,36916258,18,protein_coding,Hars
1831,ENSG00000112855,140691430,140699305,5,protein_coding,HARS2,ENSMUSG00000019143,36916061,36925615,18,protein_coding,Hars2
558,ENSG00000105509,51713112,51723991,19,protein_coding,HAS1,ENSMUSG00000003665,18063585,18075467,17,protein_coding,Has1
3247,ENSG00000170961,121612116,121641440,8,protein_coding,HAS2,ENSMUSG00000022367,56529023,56557935,15,protein_coding,Has2
7689,ENSG00000103044,69105653,69118719,16,protein_coding,HAS3,ENSMUSG00000031910,107596874,107611198,8,protein_coding,Has3
12611,ENSG00000177602,3723903,3726699,17,protein_coding,HASPIN,ENSMUSG00000050107,73026311,73029120,11,protein_coding,Haspin
5253,ENSG00000128708,171922448,171983686,2,protein_coding,HAT1,ENSMUSG00000027018,71219302,71271966,2,protein_coding,Hat1
10981,ENSG00000152240,46104378,46128333,18,protein_coding,HAUS1,ENSMUSG00000041840,77845267,77861586,18,protein_coding,Haus1
5360,ENSG00000137814,42548828,42569994,15,protein_coding,HAUS2,ENSMUSG00000027285,120439864,120452041,2,protein_coding,Haus2
15309,ENSG00000214367,2078998,2242276,4,protein_coding,HAUS3,ENSMUSG00000079555,34311224,34326871,5,protein_coding,Haus3
3141,ENSG00000092036,22946228,22957161,14,protein_coding,HAUS4,ENSMUSG00000022177,54779242,54792073,14,protein_coding,Haus4
15222,ENSG00000249115,35612735,35625355,19,protein_coding,HAUS5,ENSMUSG00000078762,30353136,30364419,7,protein_coding,Haus5
9735,ENSG00000147874,19053141,19102904,9,protein_coding,HAUS6,ENSMUSG00000038047,86497092,86530292,4,protein_coding,Haus6
7389,ENSG00000213397,153447668,153495516,X,protein_coding,HAUS7,ENSMUSG00000031371,72480921,72502650,X,protein_coding,Haus7
8928,ENSG00000131351,17049729,17075625,19,protein_coding,HAUS8,ENSMUSG00000035439,71701205,71725578,8,protein_coding,Haus8
2243,ENSG00000135077,157085832,157142869,5,protein_coding,HAVCR2,ENSMUSG00000020399,46345762,46372082,11,protein_coding,Havcr2
5703,ENSG00000143575,154272589,154275875,1,protein_coding,HAX1,ENSMUSG00000027944,89902753,89906087,3,protein_coding,Hax1
13405,ENSG00000130656,142728,154503,16,protein_coding,HBZ,ENSMUSG00000055609,32226400,32228116,11,protein_coding,Hba-x
12957,ENSG00000213931,5268345,5505652,11,protein_coding,HBE1,ENSMUSG00000052187,103500956,103502423,7,protein_coding,Hbb-y
4011,ENSG00000113070,140332843,140346603,5,protein_coding,HBEGF,ENSMUSG00000024486,36637980,36648858,18,protein_coding,Hbegf
464,ENSG00000105856,107168961,107202522,7,protein_coding,HBP1,ENSMUSG00000002996,31976253,32000534,12,protein_coding,Hbp1
2007,ENSG00000112339,134960378,135103056,6,protein_coding,HBS1L,ENSMUSG00000019977,21171878,21244797,10,protein_coding,Hbs1l
5174,ENSG00000106804,120952335,121050275,9,protein_coding,C5,ENSMUSG00000026874,34873343,34951450,2,protein_coding,Hc
12445,ENSG00000196917,122726076,122730844,12,protein_coding,HCAR1,ENSMUSG00000049241,124014799,124018083,5,protein_coding,Hcar1
7381,ENSG00000004961,11111301,11123086,X,protein_coding,HCCS,ENSMUSG00000031352,168033189,168103368,X,protein_coding,Hccs
7403,ENSG00000172534,153947557,153971818,X,protein_coding,HCFC1,ENSMUSG00000031386,72986398,73009963,X,protein_coding,Hcfc1
3713,ENSG00000103145,3022625,3024286,16,protein_coding,HCFC1R1,ENSMUSG00000023904,23892570,23894201,17,protein_coding,Hcfc1r1
2157,ENSG00000111727,104064531,104106524,12,protein_coding,HCFC2,ENSMUSG00000020246,82531994,82578262,10,protein_coding,Hcfc2
500,ENSG00000101336,32052197,32101856,20,protein_coding,HCK,ENSMUSG00000003283,152950388,152993361,2,protein_coding,Hck
3499,ENSG00000180353,121631399,121660927,3,protein_coding,HCLS1,ENSMUSG00000022831,36755345,36783574,16,protein_coding,Hcls1
2918,ENSG00000164588,45254948,45696498,5,protein_coding,HCN1,ENSMUSG00000021730,117738856,118123954,13,protein_coding,Hcn1
2207,ENSG00000099822,589881,617159,19,protein_coding,HCN2,ENSMUSG00000020331,79552468,79571942,10,protein_coding,Hcn2
5768,ENSG00000143630,155277463,155289848,1,protein_coding,HCN3,ENSMUSG00000028051,89053381,89067503,3,protein_coding,Hcn3
7930,ENSG00000138622,73319859,73368958,15,protein_coding,HCN4,ENSMUSG00000032338,58730695,58770458,9,protein_coding,Hcn4
6156,ENSG00000121764,31617686,31632518,1,protein_coding,HCRTR1,ENSMUSG00000028778,130024010,130033152,4,protein_coding,Hcrtr1
7945,ENSG00000137252,55106460,55282617,6,protein_coding,HCRTR2,ENSMUSG00000032360,76133162,76231138,9,protein_coding,Hcrtr2
14295,ENSG00000126264,35902529,35904377,19,protein_coding,HCST,ENSMUSG00000064109,30117137,30119279,7,protein_coding,Hcst
6172,ENSG00000116478,32292083,32333635,1,protein_coding,HDAC1,ENSMUSG00000028800,129409897,129436506,4,protein_coding,Hdac1
14169,ENSG00000100429,50245183,50251405,22,protein_coding,HDAC10,ENSMUSG00000062906,89007510,89012903,15,protein_coding,Hdac10
8547,ENSG00000163517,13479724,13506424,3,protein_coding,HDAC11,ENSMUSG00000034245,91133647,91151674,6,protein_coding,Hdac11
1906,ENSG00000196591,113933028,114011308,6,protein_coding,HDAC2,ENSMUSG00000019777,36850540,36877885,10,protein_coding,Hdac2
3999,ENSG00000171720,141620876,141636849,5,protein_coding,HDAC3,ENSMUSG00000024454,38068897,38088069,18,protein_coding,Hdac3
4863,ENSG00000068024,239048168,239401654,2,protein_coding,HDAC4,ENSMUSG00000026313,91856501,92123421,1,protein_coding,Hdac4
1074,ENSG00000108840,44076746,44123702,17,protein_coding,HDAC5,ENSMUSG00000008855,102085258,102120992,11,protein_coding,Hdac5
7301,ENSG00000094631,48801377,48824982,X,protein_coding,HDAC6,ENSMUSG00000031161,7796359,7814128,X,protein_coding,Hdac6
3312,ENSG00000061273,47782722,47833132,12,protein_coding,HDAC7,ENSMUSG00000022475,97690545,97742383,15,protein_coding,Hdac7
14449,ENSG00000147099,72329516,72573101,X,protein_coding,HDAC8,ENSMUSG00000067567,101328245,101548965,X,protein_coding,Hdac8
671,ENSG00000048052,18086949,19002416,7,protein_coding,HDAC9,ENSMUSG00000004698,34097579,34967094,12,protein_coding,Hdac9
5410,ENSG00000140287,50241947,50265965,15,protein_coding,HDC,ENSMUSG00000027360,126435587,126461219,2,protein_coding,Hdc
39,ENSG00000111906,125219962,125302078,6,protein_coding,HDDC2,ENSMUSG00000000295,31189379,31204200,10,protein_coding,Hddc2
7014,ENSG00000184508,90929968,90935196,15,protein_coding,HDDC3,ENSMUSG00000030532,79992852,80000295,7,protein_coding,Hddc3
699,ENSG00000143321,156742109,156766925,1,protein_coding,HDGF,ENSMUSG00000004897,87813628,87823439,3,protein_coding,Hdgf
11821,ENSG00000112273,22569566,22571666,6,protein_coding,HDGFL1,ENSMUSG00000045835,26952156,26954148,13,protein_coding,Hdgfl1
